Acc	AttrName	AttrVal
SAMN08093794	disease	steroid-resistant nephrotic syndrome
SAMN08093793	disease	steroid-resistant nephrotic syndrome
SAMN08093792	disease	steroid-resistant nephrotic syndrome
SAMN08093791	disease	steroid-resistant nephrotic syndrome
SAMN08093790	disease	steroid-resistant nephrotic syndrome
SAMN08093789	disease	steroid-resistant nephrotic syndrome
SAMN08093788	disease	steroid-resistant nephrotic syndrome
SAMN08093787	disease	steroid-resistant nephrotic syndrome
SAMN08093786	disease	steroid-resistant nephrotic syndrome
SAMN08093785	disease	steroid-resistant nephrotic syndrome
SAMN08093784	disease	steroid-resistant nephrotic syndrome
SAMN08093783	disease	steroid-resistant nephrotic syndrome
SAMN08093782	disease	steroid-resistant nephrotic syndrome
SAMN08093781	disease	steroid-resistant nephrotic syndrome
SAMN08093780	disease	steroid-resistant nephrotic syndrome
SAMN08093779	disease	steroid-resistant nephrotic syndrome
SAMN08093778	disease	steroid-resistant nephrotic syndrome
SAMN08093777	disease	steroid-resistant nephrotic syndrome
SAMN08093776	disease	steroid-resistant nephrotic syndrome
SAMN08093775	disease	steroid-resistant nephrotic syndrome
SAMN08093774	disease	steroid-resistant nephrotic syndrome
SAMN08093773	disease	steroid-resistant nephrotic syndrome
SAMN08093772	disease	steroid-resistant nephrotic syndrome
SAMN08093771	disease	steroid-resistant nephrotic syndrome
SAMN08093770	disease	steroid-resistant nephrotic syndrome
SAMN08093769	disease	steroid-resistant nephrotic syndrome
SAMN08093768	disease	steroid-resistant nephrotic syndrome
SAMN08093767	disease	steroid-resistant nephrotic syndrome
SAMN08093766	disease	steroid-resistant nephrotic syndrome
SAMN08093765	disease	steroid-resistant nephrotic syndrome
SAMN08093764	disease	steroid-resistant nephrotic syndrome
SAMN08093763	disease	steroid-resistant nephrotic syndrome
SAMN08093762	disease	steroid-resistant nephrotic syndrome
SAMN08093761	disease	steroid-resistant nephrotic syndrome
SAMN08093760	disease	steroid-resistant nephrotic syndrome
SAMN08093759	disease	steroid-resistant nephrotic syndrome
SAMN08093758	disease	steroid-resistant nephrotic syndrome
SAMN08093757	disease	steroid-resistant nephrotic syndrome
SAMN08093756	disease	steroid-resistant nephrotic syndrome
SAMN08093755	disease	steroid-resistant nephrotic syndrome
SAMN08093754	disease	steroid-resistant nephrotic syndrome
SAMN08093753	disease	steroid-resistant nephrotic syndrome
SAMN08093752	disease	steroid-resistant nephrotic syndrome
SAMN08093751	disease	steroid-resistant nephrotic syndrome
SAMN08093750	disease	steroid-resistant nephrotic syndrome
SAMN08093749	disease	steroid-resistant nephrotic syndrome
SAMN08093748	disease	steroid-resistant nephrotic syndrome
SAMN08093747	disease	steroid-resistant nephrotic syndrome
SAMN08093746	disease	steroid-resistant nephrotic syndrome
SAMN08093745	disease	steroid-resistant nephrotic syndrome
SAMN08093744	disease	steroid-resistant nephrotic syndrome
SAMN08093743	disease	steroid-resistant nephrotic syndrome
SAMN08093742	disease	steroid-resistant nephrotic syndrome
SAMN08093741	disease	steroid-resistant nephrotic syndrome
SAMN08093740	disease	steroid-resistant nephrotic syndrome
SAMN08093739	disease	steroid-resistant nephrotic syndrome
SAMN08093738	disease	steroid-resistant nephrotic syndrome
SAMN08093737	disease	steroid-resistant nephrotic syndrome
SAMN08093736	disease	steroid-resistant nephrotic syndrome
SAMN08093735	disease	steroid-resistant nephrotic syndrome
SAMN08093734	disease	steroid-resistant nephrotic syndrome
SAMN08685105	disease	Normal
SAMN08638929	disease	Hepatocellular carcinoma
SAMN08638928	disease	Hepatocellular carcinoma
SAMN08638927	disease	Hepatocellular carcinoma
SAMN08638926	disease	Hepatocellular carcinoma
SAMN08638925	disease	Hepatocellular carcinoma
SAMN08638924	disease	Hepatocellular carcinoma
SAMN08638810	disease	Hepatocellular carcinoma
SAMN08638809	disease	Hepatocellular carcinoma
SAMN08638808	disease	Hepatocellular carcinoma
SAMN08638807	disease	Hepatocellular carcinoma
SAMN08638806	disease	Hepatocellular carcinoma
SAMN08638805	disease	Hepatocellular carcinoma
SAMEA1695673	disease	head and neck squamous cell carcinoma
SAMN08449355	disease	Cancer pain
SAMN08449354	disease	Cancer pain
SAMN08449353	disease	Cancer pain
SAMN08449352	disease	Cancer pain
SAMN08449351	disease	Cancer pain
SAMN08449350	disease	Cancer pain
SAMN06251741	disease	acute promyelocytic leukemia
SAMN06251740	disease	acute promyelocytic leukemia
SAMN06251739	disease	acute promyelocytic leukemia
SAMN06251738	disease	acute promyelocytic leukemia
SAMN06251737	disease	acute promyelocytic leukemia
SAMN06251736	disease	acute promyelocytic leukemia
SAMN06251735	disease	acute promyelocytic leukemia
SAMN06251734	disease	acute promyelocytic leukemia
SAMN06251733	disease	acute promyelocytic leukemia
SAMN06251732	disease	acute promyelocytic leukemia
SAMN06251731	disease	acute promyelocytic leukemia
SAMN06251730	disease	acute promyelocytic leukemia
SAMN06251729	disease	acute promyelocytic leukemia
SAMN06251728	disease	acute promyelocytic leukemia
SAMN06251727	disease	acute promyelocytic leukemia
SAMN06251726	disease	acute promyelocytic leukemia
SAMN06251725	disease	acute promyelocytic leukemia
SAMN06251724	disease	acute promyelocytic leukemia
SAMN06251723	disease	acute promyelocytic leukemia
SAMN06251722	disease	acute promyelocytic leukemia
SAMN08643183	disease	Medulloblastoma
SAMN08643182	disease	Glioblastoma
SAMN08643181	disease	Glioblastoma
SAMN08643180	disease	Glioblastoma
SAMN08643179	disease	Glioblastoma
SAMN08643172	disease	Lung
SAMN08643171	disease	Lung
SAMN08643170	disease	Lung
SAMN08643169	disease	Lung
SAMN08643168	disease	Breast
SAMN08643167	disease	Breast
SAMN08643166	disease	Breast
SAMN06274490	disease	SMA Type I
SAMN06274462	disease	SMA Type I
SAMN06274461	disease	SMA Type I
SAMN06274460	disease	SMA Type I
SAMN06274459	disease	SMA Type I
SAMN06274458	disease	SMA Type I
SAMN06274457	disease	SMA Type I
SAMN06274456	disease	SMA Type I
SAMN08643184	disease	Type 2 Diabetes
SAMN08643178	disease	Glioblastoma
SAMN08643177	disease	Glioblastoma
SAMN08643176	disease	Glioblastoma
SAMN08643175	disease	Glioblastoma
SAMN08643174	disease	Glioblastoma
SAMN08643173	disease	Glioblastoma
SAMN08639801	disease	control
SAMN08639800	disease	pemphigus vulgaris
SAMN08639799	disease	pemphigus vulgaris
SAMN08639798	disease	pemphigus vulgaris
SAMN08639797	disease	pemphigus vulgaris
SAMN08639796	disease	pemphigus vulgaris
SAMN08639795	disease	pemphigus vulgaris
SAMN08639794	disease	control
SAMN08639793	disease	pemphigus vulgaris
SAMN08639792	disease	pemphigus vulgaris
SAMN08639791	disease	pemphigus vulgaris
SAMN08639790	disease	pemphigus vulgaris
SAMN08639789	disease	pemphigus vulgaris
SAMN08639788	disease	pemphigus vulgaris
SAMN08639787	disease	pemphigus vulgaris
SAMN08639786	disease	pemphigus vulgaris
SAMN08639785	disease	pemphigus vulgaris
SAMN08639784	disease	pemphigus vulgaris
SAMN08639783	disease	pemphigus vulgaris
SAMN08639782	disease	pemphigus vulgaris
SAMN08639781	disease	pemphigus vulgaris
SAMN08639780	disease	pemphigus vulgaris
SAMN08639779	disease	pemphigus vulgaris
SAMN08639778	disease	pemphigus vulgaris
SAMN08639777	disease	pemphigus vulgaris
SAMN08639776	disease	pemphigus vulgaris
SAMN08639775	disease	pemphigus vulgaris
SAMN08639774	disease	pemphigus vulgaris
SAMN08639773	disease	pemphigus vulgaris
SAMN08639772	disease	pemphigus vulgaris
SAMN08639771	disease	pemphigus vulgaris
SAMN08639770	disease	pemphigus vulgaris
SAMN08639769	disease	pemphigus vulgaris
SAMN08639768	disease	pemphigus vulgaris
SAMN08639767	disease	pemphigus vulgaris
SAMN08639766	disease	pemphigus vulgaris
SAMN08639765	disease	pemphigus vulgaris
SAMN08639764	disease	pemphigus vulgaris
SAMN08639763	disease	pemphigus vulgaris
SAMN08639762	disease	control
SAMN08639761	disease	pemphigus vulgaris
SAMN08639760	disease	pemphigus vulgaris
SAMN08639759	disease	pemphigus vulgaris
SAMN08639758	disease	pemphigus vulgaris
SAMN08639757	disease	pemphigus vulgaris
SAMN08639756	disease	pemphigus vulgaris
SAMN08639755	disease	pemphigus vulgaris
SAMN08639754	disease	pemphigus vulgaris
SAMN08639753	disease	pemphigus vulgaris
SAMN08639752	disease	pemphigus vulgaris
SAMN08639751	disease	pemphigus vulgaris
SAMN08639750	disease	pemphigus vulgaris
SAMN08639749	disease	pemphigus vulgaris
SAMN08639748	disease	pemphigus vulgaris
SAMN08611141	disease	Normal
SAMD00107125	disease	Anoxia
SAMD00107124	disease	Anoxia
SAMD00107123	disease	missing
SAMD00107122	disease	Head Trauma
SAMD00107121	disease	Head Trauma
SAMD00107120	disease	Head Trauma
SAMD00107119	disease	Head Trauma
SAMD00107118	disease	missing
SAMD00107117	disease	Blunt Force Trauma (BFT)
SAMD00107116	disease	Blunt Force Trauma (BFT)
SAMD00107115	disease	Blunt Force Trauma (BFT)
SAMD00107114	disease	Blunt Force Trauma (BFT)
SAMD00107113	disease	Blunt Force Trauma (BFT)
SAMD00107112	disease	Blunt Force Trauma (BFT)
SAMD00107111	disease	Blunt Force Trauma (BFT)
SAMD00107110	disease	Blunt Force Trauma (BFT)
SAMD00107109	disease	Blunt Force Trauma (BFT)
SAMD00107107	disease	Blunt Force Trauma (BFT)
SAMD00107108	disease	Blunt Force Trauma (BFT)
SAMEA104609668	disease	normal
SAMEA104609667	disease	normal
SAMEA104609666	disease	normal
SAMEA104609665	disease	normal
SAMEA104609664	disease	normal
SAMEA104609663	disease	normal
SAMEA104609662	disease	normal
SAMEA104609661	disease	normal
SAMEA104609660	disease	normal
SAMEA104609659	disease	normal
SAMN04388521	disease	Adenomyoepithelioma of the breast
SAMN04388520	disease	Adenomyoepithelioma of the breast
SAMN04388519	disease	Adenomyoepithelioma of the breast
SAMN04388518	disease	Adenomyoepithelioma of the breast
SAMN04388517	disease	Adenomyoepithelioma of the breast
SAMEA104600125	disease	melanoma
SAMEA104600124	disease	melanoma
SAMEA104600123	disease	melanoma
SAMEA104600122	disease	melanoma
SAMEA104600121	disease	melanoma
SAMEA104600120	disease	melanoma
SAMEA104600119	disease	melanoma
SAMEA104600118	disease	melanoma
SAMEA104600117	disease	melanoma
SAMEA104600116	disease	melanoma
SAMEA104600115	disease	melanoma
SAMEA104600114	disease	melanoma
SAMEA104600113	disease	melanoma
SAMEA104600112	disease	melanoma
SAMEA104600111	disease	melanoma
SAMEA104600110	disease	melanoma
SAMEA104600109	disease	melanoma
SAMEA104600108	disease	melanoma
SAMEA104600107	disease	melanoma
SAMEA104600106	disease	melanoma
SAMEA104600105	disease	melanoma
SAMEA104600104	disease	melanoma
SAMEA104600103	disease	melanoma
SAMEA104600102	disease	melanoma
SAMEA104600101	disease	melanoma
SAMEA104600100	disease	melanoma
SAMEA104600099	disease	melanoma
SAMEA104600098	disease	melanoma
SAMEA104600097	disease	melanoma
SAMEA104600096	disease	melanoma
SAMEA104600095	disease	melanoma
SAMEA104600094	disease	melanoma
SAMEA104600093	disease	melanoma
SAMEA104600092	disease	melanoma
SAMEA104600091	disease	melanoma
SAMEA104600090	disease	melanoma
SAMEA104600089	disease	melanoma
SAMEA104600088	disease	melanoma
SAMEA104600087	disease	melanoma
SAMEA104600086	disease	melanoma
SAMEA104600085	disease	melanoma
SAMEA104600084	disease	melanoma
SAMEA104600083	disease	melanoma
SAMEA104600082	disease	melanoma
SAMEA104600081	disease	melanoma
SAMEA104600080	disease	melanoma
SAMEA104600079	disease	melanoma
SAMEA104600078	disease	melanoma
SAMEA104600077	disease	melanoma
SAMEA104600076	disease	melanoma
SAMEA104600075	disease	melanoma
SAMEA104600074	disease	melanoma
SAMEA104600073	disease	melanoma
SAMEA104600072	disease	melanoma
SAMEA104600071	disease	melanoma
SAMEA104600070	disease	melanoma
SAMEA104600069	disease	melanoma
SAMEA104600068	disease	melanoma
SAMEA104600067	disease	melanoma
SAMEA104600066	disease	melanoma
SAMEA104600065	disease	melanoma
SAMEA104600064	disease	melanoma
SAMEA104600063	disease	melanoma
SAMEA104600062	disease	prostate cancer
SAMEA104600061	disease	prostate cancer
SAMEA104600060	disease	prostate cancer
SAMEA104600059	disease	prostate cancer
SAMEA104600058	disease	prostate cancer
SAMEA104600057	disease	prostate cancer
SAMEA104600056	disease	prostate cancer
SAMEA104600055	disease	prostate cancer
SAMEA104600054	disease	prostate cancer
SAMEA104600053	disease	prostate cancer
SAMEA104600052	disease	prostate cancer
SAMEA104600051	disease	prostate cancer
SAMEA104600050	disease	prostate cancer
SAMEA104600049	disease	prostate cancer
SAMEA104600048	disease	prostate cancer
SAMEA104600047	disease	prostate cancer
SAMEA104600046	disease	prostate cancer
SAMEA104600045	disease	prostate cancer
SAMEA104600044	disease	prostate cancer
SAMEA104600043	disease	prostate cancer
SAMEA104600042	disease	prostate cancer
SAMEA104600041	disease	prostate cancer
SAMEA104600040	disease	prostate cancer
SAMEA104600039	disease	prostate cancer
SAMEA104600038	disease	prostate cancer
SAMEA104600037	disease	prostate cancer
SAMEA104600036	disease	prostate cancer
SAMEA104600035	disease	prostate cancer
SAMEA104600034	disease	prostate cancer
SAMEA104600033	disease	prostate cancer
SAMEA104600032	disease	prostate cancer
SAMEA104600031	disease	prostate cancer
SAMEA104600030	disease	prostate cancer
SAMEA104600029	disease	prostate cancer
SAMEA104600028	disease	prostate cancer
SAMEA104600027	disease	prostate cancer
SAMEA104600026	disease	prostate cancer
SAMEA104600025	disease	prostate cancer
SAMEA104600024	disease	prostate cancer
SAMEA104600023	disease	prostate cancer
SAMEA104600022	disease	prostate cancer
SAMEA104600021	disease	prostate cancer
SAMEA104600020	disease	prostate cancer
SAMEA104600019	disease	prostate cancer
SAMEA104600018	disease	prostate cancer
SAMEA104600017	disease	prostate cancer
SAMEA104600016	disease	prostate cancer
SAMEA104600015	disease	prostate cancer
SAMEA104600014	disease	prostate cancer
SAMEA104600013	disease	prostate cancer
SAMEA104600012	disease	prostate cancer
SAMEA104600011	disease	prostate cancer
SAMEA104600010	disease	prostate cancer
SAMEA104600009	disease	prostate cancer
SAMEA104600008	disease	prostate cancer
SAMEA104600007	disease	prostate cancer
SAMEA104600006	disease	prostate cancer
SAMEA104600005	disease	prostate cancer
SAMEA104600004	disease	prostate cancer
SAMEA104600003	disease	prostate cancer
SAMEA104600002	disease	prostate cancer
SAMEA104600001	disease	prostate cancer
SAMEA104600000	disease	prostate cancer
SAMEA104599999	disease	prostate cancer
SAMEA104599998	disease	prostate cancer
SAMEA104599997	disease	prostate cancer
SAMEA104599996	disease	prostate cancer
SAMEA104599995	disease	prostate cancer
SAMEA104599994	disease	prostate cancer
SAMEA104599993	disease	prostate cancer
SAMEA104599992	disease	prostate cancer
SAMEA104599991	disease	prostate cancer
SAMEA104599990	disease	prostate cancer
SAMEA104599989	disease	prostate cancer
SAMEA104599988	disease	prostate cancer
SAMEA104599987	disease	prostate cancer
SAMEA104599986	disease	prostate cancer
SAMEA104599985	disease	prostate cancer
SAMEA104599984	disease	prostate cancer
SAMEA104599983	disease	prostate cancer
SAMEA104599982	disease	prostate cancer
SAMEA104599981	disease	prostate cancer
SAMEA104599980	disease	prostate cancer
SAMEA104599979	disease	prostate cancer
SAMEA104599978	disease	prostate cancer
SAMEA104599977	disease	prostate cancer
SAMEA104599976	disease	prostate cancer
SAMEA104599975	disease	prostate cancer
SAMEA104599974	disease	prostate cancer
SAMEA104599973	disease	prostate cancer
SAMEA104599972	disease	prostate cancer
SAMEA104599971	disease	prostate cancer
SAMEA104599970	disease	prostate cancer
SAMEA104599969	disease	prostate cancer
SAMEA104599968	disease	prostate cancer
SAMEA104599967	disease	prostate cancer
SAMEA104599966	disease	prostate cancer
SAMEA104599965	disease	prostate cancer
SAMEA104599964	disease	prostate cancer
SAMEA104599963	disease	prostate cancer
SAMEA104599962	disease	prostate cancer
SAMEA104599961	disease	prostate cancer
SAMEA104599960	disease	prostate cancer
SAMEA104599959	disease	prostate cancer
SAMEA104599958	disease	prostate cancer
SAMEA104599957	disease	prostate cancer
SAMEA104599956	disease	prostate cancer
SAMEA104599955	disease	prostate cancer
SAMEA104599954	disease	prostate cancer
SAMEA104599953	disease	prostate cancer
SAMEA104599952	disease	prostate cancer
SAMEA104599951	disease	prostate cancer
SAMEA104599950	disease	prostate cancer
SAMEA104599949	disease	prostate cancer
SAMEA104599948	disease	prostate cancer
SAMEA104599947	disease	prostate cancer
SAMEA104599946	disease	prostate cancer
SAMEA104599945	disease	prostate cancer
SAMEA104599944	disease	prostate cancer
SAMEA104599943	disease	prostate cancer
SAMEA104599942	disease	prostate cancer
SAMEA104599941	disease	prostate cancer
SAMEA104599940	disease	prostate cancer
SAMEA104599939	disease	prostate cancer
SAMEA104599938	disease	prostate cancer
SAMEA104599937	disease	prostate cancer
SAMEA104599936	disease	prostate cancer
SAMEA104599935	disease	prostate cancer
SAMEA104599934	disease	prostate cancer
SAMEA104599933	disease	prostate cancer
SAMEA104599932	disease	prostate cancer
SAMEA104599931	disease	prostate cancer
SAMEA104599930	disease	prostate cancer
SAMEA104599929	disease	prostate cancer
SAMEA104599928	disease	prostate cancer
SAMEA104599927	disease	prostate cancer
SAMEA104599926	disease	prostate cancer
SAMEA104599925	disease	prostate cancer
SAMEA104599924	disease	prostate cancer
SAMEA104599923	disease	prostate cancer
SAMEA104599922	disease	prostate cancer
SAMEA104599921	disease	prostate cancer
SAMEA104599920	disease	prostate cancer
SAMEA104599919	disease	prostate cancer
SAMEA104599918	disease	prostate cancer
SAMEA104599917	disease	prostate cancer
SAMEA104599916	disease	prostate cancer
SAMEA104418372	disease	cervical adenocarcinoma
SAMEA104418371	disease	cervical adenocarcinoma
SAMEA104418370	disease	cervical adenocarcinoma
SAMEA104418369	disease	cervical adenocarcinoma
SAMEA104418368	disease	cervical adenocarcinoma
SAMEA104418367	disease	cervical adenocarcinoma
SAMEA104418366	disease	cervical adenocarcinoma
SAMEA104418365	disease	cervical adenocarcinoma
SAMEA104418364	disease	cervical adenocarcinoma
SAMEA104418363	disease	cervical adenocarcinoma
SAMEA104418362	disease	cervical adenocarcinoma
SAMEA104418361	disease	cervical adenocarcinoma
SAMEA104418360	disease	cervical adenocarcinoma
SAMEA104418359	disease	cervical adenocarcinoma
SAMEA104418358	disease	cervical adenocarcinoma
SAMEA104418357	disease	cervical adenocarcinoma
SAMEA104418356	disease	cervical adenocarcinoma
SAMEA104418355	disease	cervical adenocarcinoma
SAMEA104418354	disease	cervical adenocarcinoma
SAMEA104418353	disease	cervical adenocarcinoma
SAMEA104418352	disease	normal
SAMEA104418351	disease	normal
SAMEA104418350	disease	normal
SAMEA104418349	disease	normal
SAMEA104414191	disease	normal
SAMEA104414190	disease	normal
SAMEA104414189	disease	normal
SAMEA104279661	disease	chronic myelogenous leukemia
SAMN02673068	disease	Breast adenocarcinoma
SAMN08631170	disease	PDX breast cancer
SAMN08631169	disease	PDX breast cancer
SAMN08631168	disease	PDX breast cancer
SAMN08631167	disease	PDX breast cancer
SAMN08631166	disease	PDX breast cancer
SAMN08631165	disease	PDX breast cancer
SAMN08631164	disease	PDX breast cancer
SAMN08631163	disease	PDX breast cancer
SAMN08631162	disease	PDX breast cancer
SAMN08631161	disease	PDX breast cancer
SAMN08631160	disease	PDX breast cancer
SAMN08631159	disease	PDX breast cancer
SAMN08631158	disease	PDX breast cancer
SAMN08631157	disease	PDX breast cancer
SAMN08631156	disease	PDX breast cancer
SAMN08631155	disease	PDX breast cancer
SAMN08631154	disease	PDX breast cancer
SAMN08631153	disease	PDX breast cancer
SAMN08631152	disease	PDX breast cancer
SAMN08631151	disease	PDX breast cancer
SAMN08631150	disease	PDX breast cancer
SAMN08631149	disease	PDX breast cancer
SAMN08631148	disease	PDX breast cancer
SAMN08631147	disease	PDX breast cancer
SAMN08631146	disease	PDX breast cancer
SAMN08517359	disease	Colorectal adenocarcinoma
SAMN08517358	disease	Colorectal adenocarcinoma
SAMN08517357	disease	Colorectal adenocarcinoma
SAMN08517356	disease	Colorectal adenocarcinoma
SAMEA104469065	disease	breast carcinoma
SAMEA104469064	disease	breast carcinoma
SAMEA104469063	disease	breast carcinoma
SAMEA104469062	disease	breast carcinoma
SAMEA104469061	disease	breast carcinoma
SAMEA104469060	disease	breast carcinoma
SAMN06448794	disease	DOID:0050925
SAMN06448793	disease	DOID:0050925
SAMN06448792	disease	DOID:0050925
SAMN06448791	disease	DOID:0050925
SAMN06448789	disease	DOID:0050925
SAMN06448786	disease	DOID:0050925
SAMN06448785	disease	DOID:0050925
SAMN06448784	disease	DOID:0050925
SAMN06448783	disease	DOID:0050925
SAMN06448782	disease	DOID:0050925
SAMN06448781	disease	DOID:0050925
SAMN06448780	disease	DOID:0050925
SAMN06448779	disease	DOID:0050925
SAMN06448778	disease	DOID:0050925
SAMN06448777	disease	DOID:0050925
SAMN06448776	disease	DOID:0050925
SAMN06448775	disease	DOID:0050925
SAMN06448774	disease	DOID:0050925
SAMN06448773	disease	DOID:0050925
SAMN06448772	disease	DOID:0050925
SAMN06448771	disease	DOID:0050925
SAMN06448770	disease	DOID:0050925
SAMN06448769	disease	DOID:0050925
SAMN06448768	disease	DOID:0050925
SAMN06448767	disease	DOID:0050925
SAMN06448765	disease	DOID:0050925
SAMN06448764	disease	DOID:0050925
SAMN06448763	disease	DOID:0050925
SAMN06445007	disease	nephronophthisis
SAMN06445004	disease	Nephronophthesis
SAMN06293088	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293087	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293085	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293084	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293082	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293081	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293080	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293075	disease	FOCAL CORTICAL DYSPLASIA
SAMN06293021	disease	FOCAL CORTICAL DYSPLASIA
SAMEA104041958	disease	normal
SAMEA104041957	disease	Autoinflammatory syndrome with immune deficiency
SAMEA104041956	disease	Autoinflammatory syndrome with immune deficiency
SAMEA104041955	disease	normal
SAMEA104041954	disease	Autoinflammatory syndrome with immune deficiency
SAMEA104041953	disease	normal
SAMEA104041952	disease	Autoinflammatory syndrome with immune deficiency
SAMEA104041951	disease	Autoinflammatory syndrome with immune deficiency
SAMEA104041950	disease	Autoinflammatory syndrome with immune deficiency
SAMEA104041949	disease	normal
SAMEA104041948	disease	normal
SAMEA104041947	disease	Autoinflammatory syndrome with immune deficiency
SAMEA104041946	disease	Autoinflammatory syndrome with immune deficiency
SAMN08607521	disease	Neuroblastoma
SAMN08607520	disease	chronic myeloid leukemia
SAMN08606364	disease	chronic lymphocytic leukemia
SAMN08606363	disease	chronic lymphocytic leukemia
SAMN08606362	disease	chronic lymphocytic leukemia
SAMN08606361	disease	chronic lymphocytic leukemia
SAMN08606360	disease	chronic lymphocytic leukemia
SAMN08606359	disease	chronic lymphocytic leukemia
SAMN08606358	disease	chronic lymphocytic leukemia
SAMN08606357	disease	chronic lymphocytic leukemia
SAMN08606356	disease	chronic lymphocytic leukemia
SAMN08606355	disease	chronic lymphocytic leukemia
SAMN08606354	disease	chronic lymphocytic leukemia
SAMN08606353	disease	chronic lymphocytic leukemia
SAMN08365375	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365374	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365373	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365372	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365371	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365370	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365369	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365368	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365367	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365366	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365365	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365364	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365363	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN08365362	disease	FLT3-ITD mutant acute myeloid leukemia
SAMN07945804	disease	autoimmune hepatitis
SAMN07945803	disease	autoimmune hepatitis
SAMN07945802	disease	autoimmune hepatitis
SAMN07945801	disease	autoimmune hepatitis
SAMN07945800	disease	autoimmune hepatitis
SAMN07945799	disease	autoimmune hepatitis
SAMN07945798	disease	autoimmune hepatitis
SAMN07945795	disease	autoimmune hepatitis
SAMN07566720	disease	lung adenocarcinoma
SAMN07566719	disease	lung squamous cell carcinoma
SAMN07566718	disease	healthy
SAMEA104410619	disease	mitochondrial disease
SAMEA104410618	disease	mitochondrial disease
SAMEA104410617	disease	mitochondrial disease
SAMEA104410616	disease	normal
SAMEA104410615	disease	osteosarcoma
SAMN08523107	disease	missing
SAMN08523106	disease	missing
SAMN08518949	disease	control
SAMN08518948	disease	control
SAMN08518947	disease	control
SAMN08518946	disease	control
SAMN08518945	disease	control
SAMN08518944	disease	MS
SAMN08518943	disease	MS
SAMN08518942	disease	naive
SAMN08518941	disease	MS
SAMN08518940	disease	naive
SAMN08518939	disease	MS
SAMN08518938	disease	MS
SAMN08518937	disease	naive
SAMN08518936	disease	MS
SAMN08518935	disease	naive
SAMN08518934	disease	naive
SAMN08518933	disease	MS
SAMN08518932	disease	MS
SAMN08518931	disease	MS
SAMN08518930	disease	MS
SAMN08518929	disease	MS
SAMN08518928	disease	MS
SAMN08518927	disease	MS
SAMN08518926	disease	MS
SAMN08518925	disease	MS
SAMN08518924	disease	MS
SAMN08518923	disease	MS
SAMN08518922	disease	MS
SAMN08518921	disease	MS
SAMN08518920	disease	MS
SAMEA104556800	disease	acute monocytic leukemia
SAMEA104556799	disease	acute monocytic leukemia
SAMEA104556798	disease	acute monocytic leukemia
SAMEA104556797	disease	acute monocytic leukemia
SAMEA104556796	disease	acute monocytic leukemia
SAMEA104556795	disease	acute monocytic leukemia
SAMEA104554852	disease	normal
SAMEA104554851	disease	normal
SAMEA104554850	disease	normal
SAMEA104554849	disease	normal
SAMEA104554848	disease	normal
SAMEA104554847	disease	normal
SAMEA104554846	disease	normal
SAMEA104554845	disease	normal
SAMEA104554844	disease	normal
SAMEA104554843	disease	normal
SAMEA104554842	disease	normal
SAMEA104554841	disease	normal
SAMEA104554840	disease	normal
SAMEA104554839	disease	normal
SAMEA104554838	disease	normal
SAMEA104554837	disease	normal
SAMEA104554836	disease	normal
SAMEA104554835	disease	normal
SAMN08475507	disease	ADHD
SAMN08475506	disease	ADHD
SAMN08475505	disease	ADHD
SAMN08475504	disease	ADHD
SAMN08475503	disease	ADHD
SAMN08475502	disease	ADHD
SAMN08475501	disease	ADHD
SAMN08475500	disease	ADHD
SAMN08475499	disease	ADHD
SAMN08475498	disease	ADHD
SAMN08475497	disease	ADHD
SAMN08475496	disease	ADHD
SAMN08475495	disease	ADHD
SAMN08475494	disease	ADHD
SAMN08475493	disease	ADHD
SAMN08475492	disease	ADHD
SAMN08475491	disease	ADHD
SAMN08475490	disease	ADHD
SAMN08475489	disease	ADHD
SAMN08475488	disease	ADHD
SAMN08475487	disease	ADHD
SAMN08475486	disease	ADHD
SAMN08475485	disease	ADHD
SAMN08475484	disease	ADHD
SAMN08475483	disease	ADHD
SAMN08475482	disease	ADHD
SAMN08475481	disease	ADHD
SAMN08475480	disease	ADHD
SAMN08475479	disease	ADHD
SAMN08475478	disease	ADHD
SAMN08475477	disease	ADHD
SAMN08475476	disease	ADHD
SAMN08475475	disease	ADHD
SAMN08475474	disease	ADHD
SAMN08475473	disease	ADHD
SAMN08475472	disease	--
SAMN08475471	disease	--
