Acc	AttrName	AttrVal
SAMD00083330	sex	male
SAMD00083330	tissue_type	lung
SAMD00083329	sample_name	H1437 [TSS-seq]
SAMD00083329	age	60
SAMD00083329	biomaterial_provider	ATCC
SAMD00083329	cell_line	H1437
SAMD00083329	cell_type	Lung adenocarcinoma
SAMD00083329	disease	lung adenocarcinoma
SAMD00083329	label	CRL-5872
SAMD00083329	sex	male
SAMD00083329	tissue_type	lung
SAMD00083328	sample_name	H1299 [TSS-seq]
SAMD00083328	age	43
SAMD00083328	biomaterial_provider	ATCC
SAMD00083328	cell_line	H1299
SAMD00083328	cell_type	Lung adenocarcinoma
SAMD00083328	disease	lung adenocarcinoma
SAMD00083328	label	CRL-5803
SAMD00083328	sex	male
SAMD00083328	tissue_type	lung
SAMD00083325	sample_name	A427 [TSS-seq]
SAMD00083325	age	52
SAMD00083325	biomaterial_provider	ATCC
SAMD00083325	cell_line	A427
SAMD00083325	cell_type	Lung adenocarcinoma
SAMD00083325	disease	lung adenocarcinoma
SAMD00083325	label	HTB-53
SAMD00083325	sex	male
SAMD00083325	tissue_type	lung
SAMD00083324	sample_name	A549 [TSS-seq]
SAMD00083324	age	58
SAMD00083324	biomaterial_provider	ATCC
SAMD00083324	cell_line	A549
SAMD00083324	cell_type	Lung adenocarcinoma
SAMD00083324	disease	lung adenocarcinoma
SAMD00083324	label	CCL-185
SAMD00083324	sex	male
SAMD00083324	tissue_type	lung
SAMD00083322	sample_name	LC2ad [TSS-seq]
SAMD00083322	age	51
SAMD00083322	biomaterial_provider	RIKEN BRC
SAMD00083322	cell_line	LC2/ad
SAMD00083322	cell_type	Lung adenocarcinoma
SAMD00083322	disease	lung adenocarcinoma
SAMD00083322	label	RCB0440
SAMD00083322	sex	female
SAMD00083322	tissue_type	lung
SAMD00083321	sample_name	ABC-1 [TSS-seq]
SAMD00083321	age	47
SAMD00083321	biomaterial_provider	JCRB
SAMD00083321	cell_line	ABC-1
SAMD00083321	cell_type	Lung adenocarcinoma
SAMD00083321	disease	lung adenocarcinoma
SAMD00083321	label	JCRB0815
SAMD00083321	sex	male
SAMD00083321	tissue_type	lung
SAMD00083317	sample_name	RERF-LC-KJ [TSS-seq]
SAMD00083317	age	78
SAMD00083317	biomaterial_provider	RIKEN BRC
SAMD00083317	cell_line	RERF-LC-KJ
SAMD00083317	cell_type	Lung adenocarcinoma
SAMD00083317	disease	lung adenocarcinoma
SAMD00083317	label	RCB1313
SAMD00083317	sex	male
SAMD00083317	tissue_type	lung
SAMD00083315	sample_name	RERF-LC-ad1 [TSS-seq]
SAMD00083315	age	70
SAMD00083315	biomaterial_provider	JCRB
SAMD00083315	cell_line	RERF-LC-ad1
SAMD00083315	cell_type	Lung adenocarcinoma
SAMD00083315	disease	lung adenocarcinoma
SAMD00083315	label	JCRB1020
SAMD00083315	sex	male
SAMD00083315	tissue_type	lung
SAMD00083311	sample_name	PC-3 [TSS-seq]
SAMD00083311	age	48
SAMD00083311	biomaterial_provider	JCRB
SAMD00083311	cell_line	PC-3
SAMD00083311	cell_type	Lung adenocarcinoma
SAMD00083311	disease	lung adenocarcinoma
SAMD00083311	label	JCRB0077
SAMD00083311	sex	female
SAMD00083311	tissue_type	lung
SAMD00035594	sample_name	14299-155B6
SAMD00035594	age	1 year
SAMD00035594	sex	male
SAMD00035594	cell-line	THP-1
SAMD00035594	cell-type	monoblast
SAMD00035594	dev-stage	1 year old child
SAMD00035594	disease	acute myeloid leukemia (FAB M5)
SAMD00035594	tissue-type	blood
SAMD00035593	sample_name	11857-125A3
SAMD00035593	age	missing
SAMD00035593	sex	missing
SAMD00035593	cell-line	missing
SAMD00035593	cell-type	monocyte
SAMD00035593	dev-stage	missing
SAMD00035593	disease	missing
SAMD00035593	tissue-type	missing
SAMD00035592	sample_name	11424-118G2
SAMD00035592	age	embryo 18 week
SAMD00035592	sex	male
SAMD00035592	cell-line	missing
SAMD00035592	cell-type	neural stem cell
SAMD00035592	dev-stage	18 weeks old fetus
SAMD00035592	disease	missing
SAMD00035592	tissue-type	brain
SAMD00035591	sample_name	11262-116G2
SAMD00035591	age	missing
SAMD00035591	sex	missing
SAMD00035591	cell-line	missing
SAMD00035591	cell-type	missing
SAMD00035591	dev-stage	missing
SAMD00035591	disease	missing
SAMD00035591	tissue-type	missing
SAMD00073680	sample_name	TE-5
SAMD00073680	cell_line	TE-5
SAMD00073680	disease	neoplastic, esophageal squamous cell carcinoma
SAMD00073680	tissue_type	Esophagus
SAMD00073678	sample_name	Het-1A
SAMD00073678	cell_line	Het-1A
SAMD00073678	disease	non-neoplastic
SAMD00073678	tissue_type	Esophagus
SAMD00073681	sample_name	TE-8
SAMD00073681	cell_line	TE-8
SAMD00073681	disease	neoplastic, esophageal squamous cell carcinoma
SAMD00073681	tissue_type	Esophagus
SAMD00073679	sample_name	TE-1
SAMD00073679	cell_line	TE-1
SAMD00073679	disease	neoplastic, esophageal squamous cell carcinoma
SAMD00073679	tissue_type	Esophagus
SAMD00031614	sample_name	SAEC [smRNA-seq]
SAMD00031614	age	66
SAMD00031614	biomaterial_provider	TAKARA (Lonza)
SAMD00031614	cell_line	SAEC
SAMD00031614	cell_type	Small airway epithelial cells
SAMD00031614	disease	Normal
SAMD00031614	label	CC-2547
SAMD00031614	sex	male
SAMD00031611	sample_name	RERF-LC-KJ [smRNA-seq]
SAMD00031611	age	78
SAMD00031611	biomaterial_provider	RIKEN BRC
SAMD00031611	cell_line	RERF-LC-KJ
SAMD00031611	cell_type	Lung adenocarcinoma
SAMD00031611	disease	Lung adenocarcinoma
SAMD00031611	label	RCB1313
SAMD00031611	sex	male
SAMD00031609	sample_name	RERF-LC-Ad1 [smRNA-seq]
SAMD00031609	age	70
SAMD00031609	biomaterial_provider	JCRB
SAMD00031609	cell_line	RERF-LC-Ad1
SAMD00031609	cell_type	Lung adenocarcinoma
SAMD00031609	disease	Lung adenocarcinoma
SAMD00031609	label	JCRB1020
SAMD00031609	sex	male
SAMD00031606	sample_name	PC-3 [smRNA-seq]
SAMD00031606	age	48
SAMD00031606	biomaterial_provider	JCRB
SAMD00031606	cell_line	PC-3
SAMD00031606	cell_type	Lung adenocarcinoma
SAMD00031606	disease	Lung adenocarcinoma
SAMD00031606	label	JCRB0077
SAMD00031606	sex	female
SAMD00031604	sample_name	LC2_ad [smRNA-seq]
SAMD00031604	age	51
SAMD00031604	biomaterial_provider	RIKEN BRC
SAMD00031604	cell_line	LC2/ad
SAMD00031604	cell_type	Lung adenocarcinoma
SAMD00031604	disease	Lung adenocarcinoma
SAMD00031604	label	RCB0440
SAMD00031604	sex	female
SAMD00031601	sample_name	H2347 [smRNA-seq]
SAMD00031601	age	54
SAMD00031601	biomaterial_provider	ATCC
SAMD00031601	cell_line	H2347
SAMD00031601	cell_type	Lung adenocarcinoma
SAMD00031601	disease	Lung adenocarcinoma
SAMD00031601	label	CRL-5942
SAMD00031601	sex	female
SAMD00031599	sample_name	H2126 [smRNA-seq]
SAMD00031599	age	65
SAMD00031599	biomaterial_provider	ATCC
SAMD00031599	cell_line	H2126
SAMD00031599	cell_type	Lung adenocarcinoma
SAMD00031599	disease	Lung adenocarcinoma
SAMD00031599	label	CCL-256
SAMD00031599	sex	male
SAMD00031597	sample_name	H1819 [smRNA-seq]
SAMD00031597	age	55
SAMD00031597	biomaterial_provider	ATCC
SAMD00031597	cell_line	H1819
SAMD00031597	cell_type	Lung adenocarcinoma
SAMD00031597	disease	Lung adenocarcinoma
SAMD00031597	label	CRL-5897
SAMD00031597	sex	female
SAMD00031596	sample_name	H1703 [smRNA-seq]
SAMD00031596	age	54
SAMD00031596	biomaterial_provider	ATCC
SAMD00031596	cell_line	H1703
SAMD00031596	cell_type	Lung adenocarcinoma
SAMD00031596	disease	Lung adenocarcinoma
SAMD00031596	label	CRL-5889
SAMD00031596	sex	male
SAMD00031595	sample_name	H1650 [smRNA-seq]
SAMD00031595	age	27
SAMD00031595	biomaterial_provider	ATCC
SAMD00031595	cell_line	H1650
SAMD00031595	cell_type	Lung adenocarcinoma
SAMD00031595	disease	Lung adenocarcinoma
SAMD00031595	label	CRL-5883
SAMD00031595	sex	male
SAMD00031594	sample_name	H1648 [smRNA-seq]
SAMD00031594	age	39
SAMD00031594	biomaterial_provider	ATCC
SAMD00031594	cell_line	H1648
SAMD00031594	cell_type	Lung adenocarcinoma
SAMD00031594	disease	Lung adenocarcinoma
SAMD00031594	label	CRL-5882
SAMD00031594	sex	male
SAMD00031593	sample_name	H1437 [smRNA-seq]
SAMD00031593	age	60
SAMD00031593	biomaterial_provider	ATCC
SAMD00031593	cell_line	H1437
SAMD00031593	cell_type	Lung adenocarcinoma
SAMD00031593	disease	Lung adenocarcinoma
SAMD00031593	label	CRL-5872
SAMD00031593	sex	male
SAMD00031592	sample_name	H1299 [smRNA-seq]
SAMD00031592	age	43
SAMD00031592	biomaterial_provider	ATCC
SAMD00031592	cell_line	H1299
SAMD00031592	cell_type	Lung adenocarcinoma
SAMD00031592	disease	Lung adenocarcinoma
SAMD00031592	label	CRL-5803
SAMD00031592	sex	male
SAMD00031591	sample_name	ABC-1 [smRNA-seq]
SAMD00031591	age	47
SAMD00031591	biomaterial_provider	JCRB
SAMD00031591	cell_line	ABC-1
SAMD00031591	cell_type	Lung adenocarcinoma
SAMD00031591	disease	Lung adenocarcinoma
SAMD00031591	label	JCRB0815
SAMD00031591	sex	male
SAMD00031590	sample_name	A549 [smRNA-seq]
SAMD00031590	age	58
SAMD00031590	biomaterial_provider	ATCC
SAMD00031590	cell_line	A549
SAMD00031590	cell_type	Lung adenocarcinoma
SAMD00031590	disease	Lung adenocarcinoma
SAMD00031590	label	CCL-185
SAMD00031590	sex	male
SAMD00031589	sample_name	A427 [smRNA-seq]
SAMD00031589	age	52
SAMD00031589	biomaterial_provider	ATCC
SAMD00031589	cell_line	A427
SAMD00031589	cell_type	Lung adenocarcinoma
SAMD00031589	disease	Lung adenocarcinoma
SAMD00031589	label	HTB-53
SAMD00031589	sex	male
SAMD00044427	sample_name	RNA_KMS12PE_Empty
SAMD00044427	cell_line	KMS-12-PE
SAMD00044427	disease	multiple myeloma
SAMD00044426	sample_name	RNA_KMS12PE_BCL6
SAMD00044426	cell_line	KMS-12-PE
SAMD00044426	disease	multiple myeloma
SAMN08931180	isolate	Ramos (RA 1) B lymphocyte
SAMN08931180	age	3
SAMN08931180	biomaterial_provider	ATCC
SAMN08931180	sex	male
SAMN08931180	tissue	blood
SAMN08931180	cell_type	B lymphocyte
SAMN08931180	disease	Burkitt's lymphoma
SAMN08931179	isolate	Ramos (RA 1) B lymphocyte
SAMN08931179	age	3
SAMN08931179	biomaterial_provider	ATCC
SAMN08931179	sex	male
SAMN08931179	tissue	blood
SAMN08931179	cell_line	Ramos (RA 1)
SAMN08931179	cell_type	B lymphocyte
SAMN08931179	disease	Burkitt's lymphoma
SAMN08931178	isolate	Ramos (RA 1) B lymphocyte
SAMN08931178	age	3
SAMN08931178	biomaterial_provider	ATCC
SAMN08931178	sex	male
SAMN08931178	tissue	B lymphocyte
SAMN08931178	cell_line	Ramos (RA 1)
SAMN08931178	dev_stage	lymphoblast
SAMN08931178	disease	Burkitt's lymphoma
SAMN08930936	isolate	HUVEC
SAMN08930936	age	Neonatal
SAMN08930936	biomaterial_provider	ATCC
SAMN08930936	sex	not determined
SAMN08930936	tissue	Umbilical
SAMN08930936	disease	Normal
SAMN08930936	treatment	added a working solution at 100 uM for 12 hours
SAMN08918040	isolate	inflammatory bowel disease patient after 4 weeks of prednisone therapy
SAMN08918040	age	15.3
SAMN08918040	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918040	sex	female
SAMN08918040	tissue	Blood
SAMN08918039	isolate	inflammatory bowel disease patient after 4 weeks of prednisone therapy
SAMN08918039	age	16.1
SAMN08918039	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918039	sex	male
SAMN08918039	tissue	Blood
SAMN08918038	isolate	inflammatory bowel disease patient after 4 weeks of prednisone therapy
SAMN08918038	age	6.3
SAMN08918038	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918038	sex	female
SAMN08918038	tissue	Blood
SAMN08918037	isolate	inflammatory bowel disease patient after 4 weeks of prednisone therapy
SAMN08918037	age	7.6
SAMN08918037	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918037	sex	male
SAMN08918037	tissue	Blood
SAMN08918036	isolate	inflammatory bowel disease patient after 4 weeks of prednisone therapy
SAMN08918036	age	6.7
SAMN08918036	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918036	sex	male
SAMN08918036	tissue	Blood
SAMN08918035	isolate	inflammatory bowel disease patient after 4 weeks of prednisone therapy
SAMN08918035	age	11.8
SAMN08918035	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918035	sex	male
SAMN08918035	tissue	Blood
SAMN08918034	isolate	inflammatory bowel disease patient at diagnosis
SAMN08918034	age	15.3
SAMN08918034	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918034	sex	female
SAMN08918034	tissue	Blood
SAMN08918033	isolate	inflammatory bowel disease patient at diagnosis
SAMN08918033	age	16.1
SAMN08918033	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918033	sex	male
SAMN08918033	tissue	Blood
SAMN08918032	isolate	inflammatory bowel disease patient at diagnosis
SAMN08918032	age	6.3
SAMN08918032	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918032	sex	female
SAMN08918032	tissue	Blood
SAMN08918031	isolate	inflammatory bowel disease patient at diagnosis
SAMN08918031	age	7.6
SAMN08918031	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918031	sex	male
SAMN08918031	tissue	Blood
SAMN08918030	isolate	inflammatory bowel disease patient at diagnosis
SAMN08918030	age	6.7
SAMN08918030	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918030	sex	male
SAMN08918030	tissue	Blood
SAMN08918029	isolate	inflammatory bowel disease patient at diagnosis
SAMN08918029	age	11.8
SAMN08918029	biomaterial_provider	Pharmacogenomic lab, University of Trieste
SAMN08918029	sex	male
SAMN08918029	tissue	Blood
SAMEA1098924	genus_species.text	Homo sapiens
SAMEA1098924	genus_species.ontology	NCBITaxon:9606
SAMEA1098924	total_estimated_cells	39300000
SAMEA1098924	state_of_specimen.ischemic_time	7200
SAMEA1098924	state_of_specimen.gross_image	['284C_IMAGE_spleen_annotated.jpg']
SAMEA1098924	state_of_specimen.postmortem_interval	19800
SAMEA1098924	state_of_specimen.ischemic_temperature	warm
SAMEA1098924	state_of_specimen.microscopic_description	dead cells are quite faint on microscope at LMB
SAMEA1098924	organ.text	spleen
SAMEA1098924	organ.ontology	UBERON:0002106
SAMEA1098924	is_living	False
SAMEA1098924	death.cause_of_death	Hypoxic brain damage
SAMEA1098924	death.cold_perfused	False
SAMEA1098924	biological_sex	male
SAMEA1098924	weight	80-85
SAMEA1098924	disease.text	normal
SAMEA1098924	disease.ontology	PATO:0000461
SAMEA1098924	height_unit.text	meter
SAMEA1098924	height_unit.ontology	UO:0000008
SAMEA1098924	height	1.75-1.8
SAMEA1098924	organism_age	55-60
SAMEA1098924	medical_history.alcohol_history	3-6 units/day
SAMEA1098924	medical_history.smoking_history	Smoker, 20/day for 25 years, stopped 2000
SAMEA1098924	organism_age_unit.text	year
SAMEA1098924	organism_age_unit.ontology	UO:0000036
SAMEA1098924	development_stage.text	adult
SAMEA1098924	development_stage.ontology	EFO:0001272
SAMEA1098924	weight_unit.text	kg
SAMEA1098924	weight_unit.ontology	UO:0000009
SAMEA1098924	ENA-FIRST-PUBLIC	2018-04-10
SAMEA1098924	ENA-LAST-UPDATE	2018-04-10
SAMN03798524	gap_accession	phs000926
SAMN03798524	submitter handle	NIDDK Rare Disease Susceptibility - Child Crohn Disease
SAMN03798524	biospecimen repository	NIDDK Rare Disease Susceptibility - Child Crohn Disease
SAMN03798524	study name	Rare disease susceptibility alleles in children with Crohn disease
SAMN03798524	study design	Family/Twin/Trios
SAMN03798524	biospecimen repository sample id	sample_225
SAMN03798524	submitted sample id	sample_225
SAMN03798524	submitted subject id	4
SAMN03798524	gap_sample_id	1651601
SAMN03798524	gap_subject_id	1254389
SAMN03798524	sex	female
SAMN03798524	body site	blood
SAMN03798524	analyte type	DNA
SAMN03798524	subject is affected	No
SAMN03798524	molecular data type	SNP/CNV Genotypes (NGS)
SAMN03798524	gap_consent_code	1
SAMN03798524	gap_consent_short_name	DS-IBD-IRB-RD
SAMN03798523	gap_accession	phs000926
SAMN03798523	submitter handle	NIDDK Rare Disease Susceptibility - Child Crohn Disease
SAMN03798523	biospecimen repository	NIDDK Rare Disease Susceptibility - Child Crohn Disease
SAMN03798523	study name	Rare disease susceptibility alleles in children with Crohn disease
SAMN03798523	study design	Family/Twin/Trios
SAMN03798523	biospecimen repository sample id	sample_741
SAMN03798523	submitted sample id	sample_741
SAMN03798523	submitted subject id	1
SAMN03798523	gap_sample_id	1651603
SAMN03798523	gap_subject_id	1254386
SAMN03798523	sex	male
SAMN03798523	body site	blood
SAMN03798523	analyte type	DNA
SAMN03798523	subject is affected	No
SAMN03798523	molecular data type	SNP/CNV Genotypes (NGS)
SAMN03798523	gap_consent_code	1
SAMN03798523	gap_consent_short_name	DS-IBD-IRB-RD
SAMN03798521	gap_accession	phs000926
SAMN03798521	submitter handle	NIDDK Rare Disease Susceptibility - Child Crohn Disease
SAMN03798521	biospecimen repository	NIDDK Rare Disease Susceptibility - Child Crohn Disease
SAMN03798521	study name	Rare disease susceptibility alleles in children with Crohn disease
SAMN03798521	study design	Family/Twin/Trios
SAMN03798521	biospecimen repository sample id	sample_213
SAMN03798521	submitted sample id	sample_213
SAMN03798521	submitted subject id	3
SAMN03798521	gap_sample_id	1651600
SAMN03798521	gap_subject_id	1254388
SAMN03798521	sex	male
SAMN03798521	body site	blood
SAMN03798521	analyte type	DNA
SAMN03798521	subject is affected	No
SAMN03798521	molecular data type	SNP/CNV Genotypes (NGS)
SAMN03798521	gap_consent_code	1
SAMN03798521	gap_consent_short_name	DS-IBD-IRB-RD
SAMN03491217	gap_accession	phs000901
SAMN03491217	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491217	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491217	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491217	study design	Case-Control
SAMN03491217	biospecimen repository sample id	PD_INVVY379KB8
SAMN03491217	submitted sample id	PD_INVVY379KB8
SAMN03491217	submitted subject id	PD_INVVY379KB8
SAMN03491217	gap_sample_id	1480096
SAMN03491217	gap_subject_id	1178219
SAMN03491217	sex	male
SAMN03491217	body site	CSF
SAMN03491217	subject is affected	No
SAMN03491217	gap_consent_code	1
SAMN03491217	gap_consent_short_name	GRU
SAMN03491215	gap_accession	phs000901
SAMN03491215	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491215	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491215	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491215	study design	Case-Control
SAMN03491215	biospecimen repository sample id	PD_INVRV373FC1
SAMN03491215	submitted sample id	PD_INVRV373FC1
SAMN03491215	submitted subject id	PD_INVRV373FC1
SAMN03491215	gap_sample_id	1480085
SAMN03491215	gap_subject_id	1178208
SAMN03491215	sex	male
SAMN03491215	body site	CSF
SAMN03491215	subject is affected	No
SAMN03491215	gap_consent_code	1
SAMN03491215	gap_consent_short_name	GRU
SAMN03491214	gap_accession	phs000901
SAMN03491214	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491214	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491214	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491214	study design	Case-Control
SAMN03491214	biospecimen repository sample id	PD_INVKR662ZLE
SAMN03491214	submitted sample id	PD_INVKR662ZLE
SAMN03491214	submitted subject id	PD_INVKR662ZLE
SAMN03491214	gap_sample_id	1480073
SAMN03491214	gap_subject_id	1178196
SAMN03491214	sex	male
SAMN03491214	body site	CSF
SAMN03491214	subject is affected	No
SAMN03491214	gap_consent_code	1
SAMN03491214	gap_consent_short_name	GRU
SAMN03491212	gap_accession	phs000901
SAMN03491212	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491212	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491212	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491212	study design	Case-Control
SAMN03491212	biospecimen repository sample id	PD_INVPC912MFD
SAMN03491212	submitted sample id	PD_INVPC912MFD
SAMN03491212	submitted subject id	PD_INVPC912MFD
SAMN03491212	gap_sample_id	1480081
SAMN03491212	gap_subject_id	1178204
SAMN03491212	sex	male
SAMN03491212	body site	CSF
SAMN03491212	subject is affected	No
SAMN03491212	gap_consent_code	1
SAMN03491212	gap_consent_short_name	GRU
SAMN03491211	gap_accession	phs000901
SAMN03491211	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491211	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491211	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491211	study design	Case-Control
SAMN03491211	biospecimen repository sample id	PD_INVRD964LLW
SAMN03491211	submitted sample id	PD_INVRD964LLW
SAMN03491211	submitted subject id	PD_INVRD964LLW
SAMN03491211	gap_sample_id	1480084
SAMN03491211	gap_subject_id	1178207
SAMN03491211	sex	male
SAMN03491211	body site	CSF
SAMN03491211	subject is affected	No
SAMN03491211	gap_consent_code	1
SAMN03491211	gap_consent_short_name	GRU
SAMN03491210	gap_accession	phs000901
SAMN03491210	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491210	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491210	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491210	study design	Case-Control
SAMN03491210	biospecimen repository sample id	PD_INVZU453CBA
SAMN03491210	submitted sample id	PD_INVZU453CBA
SAMN03491210	submitted subject id	PD_INVZU453CBA
SAMN03491210	gap_sample_id	1480106
SAMN03491210	gap_subject_id	1178229
SAMN03491210	sex	male
SAMN03491210	body site	CSF
SAMN03491210	subject is affected	No
SAMN03491210	gap_consent_code	1
SAMN03491210	gap_consent_short_name	GRU
SAMN03491207	gap_accession	phs000901
SAMN03491207	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491207	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491207	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491207	study design	Case-Control
SAMN03491207	biospecimen repository sample id	PD_INVVV953GXV
SAMN03491207	submitted sample id	PD_INVVV953GXV
SAMN03491207	submitted subject id	PD_INVVV953GXV
SAMN03491207	gap_sample_id	1480095
SAMN03491207	gap_subject_id	1178218
SAMN03491207	sex	male
SAMN03491207	body site	CSF
SAMN03491207	subject is affected	No
SAMN03491207	gap_consent_code	1
SAMN03491207	gap_consent_short_name	GRU
SAMN03491206	gap_accession	phs000901
SAMN03491206	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491206	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491206	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491206	study design	Case-Control
SAMN03491206	biospecimen repository sample id	PD_INVCF849CYX
SAMN03491206	submitted sample id	PD_INVCF849CYX
SAMN03491206	submitted subject id	PD_INVCF849CYX
SAMN03491206	gap_sample_id	1480054
SAMN03491206	gap_subject_id	1178177
SAMN03491206	sex	male
SAMN03491206	body site	CSF
SAMN03491206	subject is affected	No
SAMN03491206	gap_consent_code	1
SAMN03491206	gap_consent_short_name	GRU
SAMN03491205	gap_accession	phs000901
SAMN03491205	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491205	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491205	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491205	study design	Case-Control
SAMN03491205	biospecimen repository sample id	PD_INVJU760YF1
SAMN03491205	submitted sample id	PD_INVJU760YF1
SAMN03491205	submitted subject id	PD_INVJU760YF1
SAMN03491205	gap_sample_id	1480070
SAMN03491205	gap_subject_id	1178193
SAMN03491205	sex	male
SAMN03491205	body site	CSF
SAMN03491205	subject is affected	No
SAMN03491205	gap_consent_code	1
SAMN03491205	gap_consent_short_name	GRU
SAMN03491202	gap_accession	phs000901
SAMN03491202	submitter handle	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491202	biospecimen repository	NINDS Parkinson Cerebrospinal Fluid Biomarker
SAMN03491202	study name	University of Washington CSF biomarker study for Parkinson disease
SAMN03491202	study design	Case-Control
SAMN03491202	biospecimen repository sample id	PD_INVUK930CN7
SAMN03491202	submitted sample id	PD_INVUK930CN7
SAMN03491202	submitted subject id	PD_INVUK930CN7
