Acc	AttrName	AttrVal	AttrValNorm
SAMN07607299	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607300	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607301	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607302	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607303	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607304	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607305	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607306	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607307	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607308	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607309	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607310	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607311	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607312	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607313	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607314	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607315	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607316	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607317	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607318	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607319	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607320	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607321	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607322	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607323	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607324	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607325	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607326	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607327	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607328	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607329	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607330	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607331	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607332	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607333	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607334	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607335	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607336	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607337	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607338	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607339	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607340	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607341	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607342	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607343	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607344	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607345	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607346	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607347	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607348	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607349	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607350	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607351	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607352	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607353	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607354	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607355	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607356	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607357	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607358	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607359	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607360	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607361	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607362	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607363	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607364	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607365	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607366	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607367	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607368	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607369	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607370	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607371	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607372	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607373	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607374	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607375	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607376	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607377	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607378	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607379	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607380	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607381	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607382	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607383	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607384	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607385	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607386	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607387	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607388	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607389	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607390	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607391	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607392	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607393	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607394	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607395	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607396	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607397	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607398	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607399	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607400	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607401	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607402	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607403	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607404	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607405	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607406	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607407	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607408	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607409	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607410	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607411	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607412	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607413	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607414	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607415	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607416	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607417	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607418	disease	Esophageal Adenocarcinoma	Adenocarcinoma Of Esophagus
SAMN07607419	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607420	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607421	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607422	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607423	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607424	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607425	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607426	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607427	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607428	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607429	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607430	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607431	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607432	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607433	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607434	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607435	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607436	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607437	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607438	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607439	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607440	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607441	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607442	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607443	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607444	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607445	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607446	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607447	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607448	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607449	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607450	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607451	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607452	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607453	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607454	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607455	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607456	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607457	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607458	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607459	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607460	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607461	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607462	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607463	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607464	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607465	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607466	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607467	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607468	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607469	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607470	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607471	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607472	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607473	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607474	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607475	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607476	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607477	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607478	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607479	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607480	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607481	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607482	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607483	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607484	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607485	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607486	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607487	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607488	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607489	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607490	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607491	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607492	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607493	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607494	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607495	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607496	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607497	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607498	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607499	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607500	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607501	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607502	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607503	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607504	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607505	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607506	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607507	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607508	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607509	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607510	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607511	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607512	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607513	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607514	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607515	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607516	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607517	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607518	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607519	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607520	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607521	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607522	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607523	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607524	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607525	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607526	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607527	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607528	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607529	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607530	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607531	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607532	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607533	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607534	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607535	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607536	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607537	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607538	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607539	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607540	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607541	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607542	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607543	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607544	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607545	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607546	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607547	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607548	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607549	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607550	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607551	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607552	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607553	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607554	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607555	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607556	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607557	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607558	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607559	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607560	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607561	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607562	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607563	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607564	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607565	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607566	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607567	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607568	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607569	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607570	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607571	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607572	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607573	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607574	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607575	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607576	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607577	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607578	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607579	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607580	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607581	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607582	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607583	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607584	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607585	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607586	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607587	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607588	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607589	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607590	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607591	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607592	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607593	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607594	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607595	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607596	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607597	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607598	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607599	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607600	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607601	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607602	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607603	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607604	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
SAMN07607605	disease	Esophageal Squamous Cell Carcinoma	Squamous cell carcinoma of esophagus
